이미지,X1,Y1,X2,Y2,라벨
camera_2_001.jpg,1144,453,1370,587,camera_2
camera_2_002.jpg,1067,440,1282,565,camera_2
camera_2_003.jpg,1126,407,1276,598,camera_2
camera_2_004.jpg,1401,428,1519,630,camera_2
camera_2_005.jpg,1449,416,1587,636,camera_2
camera_2_006.jpg,1424,488,1642,613,camera_2
camera_2_007.jpg,1418,427,1552,633,camera_2
camera_2_008.jpg,728,453,886,646,camera_2
camera_2_009.jpg,669,433,833,632,camera_2
camera_2_010.jpg,387,403,577,567,camera_2
camera_2_011.jpg,356,405,553,583,camera_2
camera_2_012.jpg,243,422,493,608,camera_2
camera_2_013.jpg,139,375,347,516,camera_2
camera_2_014.jpg,243,389,495,552,camera_2
camera_2_015.jpg,489,417,691,576,camera_2
camera_2_016.jpg,447,448,697,589,camera_2
camera_2_017.jpg,1008,430,1224,586,camera_2
camera_2_018.jpg,1271,422,1452,614,camera_2
camera_2_019.jpg,1556,428,1770,571,camera_2
camera_2_020.jpg,1537,461,1731,595,camera_2
camera_2_021.jpg,1544,400,1638,591,camera_2
